variableId,parent_variable_id,category,subcategory,variableName,unit,unit_accession,value_type,observation_level,scaleName,scaleClass,system_id,acquisition_modality,acquisition_filter,acquisition_light_profile,acquisition_geometry,signal_interpretation,roi_canonical,implementation_roi_alias,acquisition_unit,filter_notes,axis_definition,export_shape,traitName,traitAccNumber,traitEntity,traitEntityAccessionNumber,traitCharacteristic,traitCharacteristicAccessionNumber,methodName,methodDesc,methodRef,record_status,introduced_in_version,deprecated_in_version,replaced_by_variable_id
psi.vnir.band.A720.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A720-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A720 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A720.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A720-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A720 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A720.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A720-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A720 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A720.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A720-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A720 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A750.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A750-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A750 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A750.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A750-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A750 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A750.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A750-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A750 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A750.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A750-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A750 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A750.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A750-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A750 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.size.avg,psi.vnir.size,psi_vendor_analysis,hyperspectral,"Size-average (e.g., Size-avg)",px,,float,plant_round,,,PSI:VNIR_PLANT:SIZE_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,,,scalar,PSI VNIR ROI size,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI VNIR vendor analysis,"Vendor-emitted ROI size statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve the Hc_Plant size statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.size.stddev,psi.vnir.size,psi_vendor_analysis,hyperspectral,"Size-standard deviation (e.g., Size-avg)",px,,float,plant_round,,,PSI:VNIR_PLANT:SIZE_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,,,scalar,PSI VNIR ROI size,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI VNIR vendor analysis,"Vendor-emitted ROI size statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve the Hc_Plant size statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.size.median,psi.vnir.size,psi_vendor_analysis,hyperspectral,"Size-median (e.g., Size-avg)",px,,float,plant_round,,,PSI:VNIR_PLANT:SIZE_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,,,scalar,PSI VNIR ROI size,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI VNIR vendor analysis,"Vendor-emitted ROI size statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve the Hc_Plant size statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.size.min,psi.vnir.size,psi_vendor_analysis,hyperspectral,"Size-minimum (e.g., Size-avg)",px,,float,plant_round,,,PSI:VNIR_PLANT:SIZE_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,,,scalar,PSI VNIR ROI size,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI VNIR vendor analysis,"Vendor-emitted ROI size statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve the Hc_Plant size statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.size.max,psi.vnir.size,psi_vendor_analysis,hyperspectral,"Size-maximum (e.g., Size-avg)",px,,float,plant_round,,,PSI:VNIR_PLANT:SIZE_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,,,scalar,PSI VNIR ROI size,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI VNIR vendor analysis,"Vendor-emitted ROI size statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve the Hc_Plant size statistics exactly as exported by PSI.",,active,1.0.0,,
seed.side,seed.side,seed_morphometrics,boxeed,Seed side,unitless,UO:0000186,int,seed_side,0/1 side index,Nominal,PSI:BOXEED:SEED_SIDE,boxeed_seed_imaging,,,,,,,,,,scalar,seed image side indicator,,seed,PO:0009010,image-side index,,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
seed.length.mm,seed.length,seed_morphometrics,boxeed,Seed length,mm,UO:0000016,float,seed_side,,,PSI:BOXEED:SEED_LENGTH_MM,boxeed_seed_imaging,,,,,,,,,,scalar,seed length,TO:0000146,seed,PO:0009010,length,PATO:0000122,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
seed.ellipse_fit_sse,seed.shape,seed_morphometrics,boxeed,Seed shape - SSE,unitless,UO:0000186,float,seed_side,,,PSI:BOXEED:SEED_ELLIPSE_FIT_SSE,boxeed_seed_imaging,,,,,,,,,,scalar,seed ellipse-fit error,TO:0000484,seed,PO:0009010,shape / fit error,,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
seed.axes_angle.deg,seed.axes_angle,seed_morphometrics,boxeed,Axes angle,deg,UO:0000185,float,seed_side,,,PSI:BOXEED:SEED_AXES_ANGLE_DEG,boxeed_seed_imaging,,,,,,,,,,scalar,seed axes angle,,seed,PO:0009010,orientation angle,PATO:0000133,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
seed.width.mm,seed.width,seed_morphometrics,boxeed,Seed width,mm,UO:0000016,float,seed_side,,,PSI:BOXEED:SEED_WIDTH_MM,boxeed_seed_imaging,,,,,,,,,,scalar,seed width,TO:0000149,seed,PO:0009010,width,PATO:0000921,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
seed.surface.mm2,seed.surface,seed_morphometrics,boxeed,Seed surface,mm2,UO:0000082,float,seed_side,,,PSI:BOXEED:SEED_SURFACE_MM2,boxeed_seed_imaging,,,,,,,,,,scalar,seed projected area,TO:0000391,seed,PO:0009010,area,PATO:0001323,Boxeed raw seed phenotyping export,"The Boxeed raw seeding export contains one row per imaged seed side. Seed Side (0/1) distinguishes the two orthogonal views, while Length, SSE, AxesAngle, Width, Surface and PixelCount are emitted directly in the raw table. The vendor does not disclose the exact segmentation, ellipse-fit or calibration algorithms. Manuscript-level quantities such as L/S ratio, roundness, selection thresholds, or averages across the two sides are downstream derived values and are intentionally not separate canonical source variables in this registry.",Boxeed raw Seeding table; Labdeers Boxeed 2.1 public documentation,active,1.0.0,,
